SystemName,StandardName,LongName,DBName,ShortName,MaximumLength,DataType,Precision,Searchable,Interpretation,Alignment,UseSeparator,EditMaskID,LookupName,MaxSelect,Units,Index,Minimum,Maximum,Default,Required,SearchHelpID,Unique,MetadataEntryID,ModTimeStamp,ForeignKeyName,ForeignField,InKeyIndex
AltAgentPreferredPhoneExt,,AltAgentPreferredPhoneExt,X40701739,AltAgentPreferredPhoneExt,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltAgentPrimaryAssociation,,AltAgentPrimaryAssociation,X48746620,AltAgentPrimaryAssociation,1,Long,0,1,Lookup,Left,0,,LIS_PRIMARY_ASSOCIATIONS,132,,1,,,0,,,0,,,,,
AltAgentTollFreePhone,,AltAgentTollFreePhone,X62865137,AltAgentTollFreePhone,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltAgentTollFreePhoneExt,,AltAgentTollFreePhoneExt,X40701737,AltAgentTollFreePhoneExt,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltAgentVoiceMailExt,,AltAgentVoiceMailExt,X40701725,AltAgentVoiceMailExt,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltAgentVoiceMailPhone,,AltAgentVoiceMailPhone,X62865138,AltAgentVoiceMailPhone,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltOfficeFax,,AltOfficeFax,X62865119,AltOfficeFax,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltOfficeID,,AltOfficeID,X162043270,AltOfficeID,25,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltOfficeName,,AltOfficeName,X40701594,AltOfficeName,80,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltOfficePhone,,AltOfficePhone,X62865120,AltOfficePhone,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltOfficePhoneExt,,AltOfficePhoneExt,X40702019,AltOfficePhoneExt,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentCellPhone,,AltSaleAgentCellPhone,X62865157,AltSaleAgentCellPhone,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentDirectPhone,,AltSaleAgentDirectPhone,X62865158,AltSaleAgentDirectPhone,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentDirectPhoneExt,,AltSaleAgentDirectPhoneExt,X40702879,AltSaleAgentDirectPhoneExt,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentEmail,,AltSaleAgentEmail,X40702956,AltSaleAgentEmail,255,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentFax,,AltSaleAgentFax,X62865159,AltSaleAgentFax,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentFirstName,,AltSaleAgentFirstName,X40702655,AltSaleAgentFirstName,50,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentHomePhone,,AltSaleAgentHomePhone,X62865160,AltSaleAgentHomePhone,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentHomePhoneExt,,AltSaleAgentHomePhoneExt,X40702875,AltSaleAgentHomePhoneExt,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentLanguages,,AltSaleAgentLanguages,X40961946,AltSaleAgentLanguages,15,Long,0,1,Lookup,Left,0,,LIS_AGT_LANGUAGES,187,,1,,,0,,,0,,,,,
AltSaleAgentLastName,,AltSaleAgentLastName,X40702654,AltSaleAgentLastName,50,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentID,,AltSaleAgentID,X40706868,AltSaleAgentID,25,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentKey,,AltSaleAgentKey,X40706848,AltSaleAgentKey,15,Long,0,1,Number,Right,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentPager,,AltSaleAgentPager,X62865161,AltSaleAgentPager,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentPreferredFax,,AltSaleAgentPreferredFax,X62865163,AltSaleAgentPreferredFax,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentPreferredPhone,,AltSaleAgentPreferredPhone,X62865162,AltSaleAgentPreferredPhone,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
AltSaleAgentPreferredPhoneExt,,AltSaleAgentPreferredPhoneExt,X40702885,AltSaleAgentPreferredPhoneExt,15,Character,,1,,Left,0,,,,,1,,,0,,,0,,,,,
